,rank_test_score,param_mlpregressor__alpha,param_mlpregressor__hidden_layer_sizes,param_mlpregressor__max_iter,param_mlpregressor__solver,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0,1,0.0001,"(2, 4)",25,adam,-0.85535383689152,0.5341165783108518,372.81354727745054,76.7088837217179,2.1553297519683836,0.3442098535020091,-0.6879123185123028,-0.5639197391241854,-1.863383019136616,-0.31010709902940525,-0.8514470086550906
1,2,0.001,"(2, 2)",25,adam,-0.8621437397482759,0.5402112978744911,333.997283744812,67.2782046155929,1.997634220123291,0.18419428716301314,-0.6803291301255536,-0.6368642057394,-1.8933584407379827,-0.30804336475778044,-0.7921235573806623
2,3,0.0001,"(2, 2)",25,adam,-0.8628950392843485,0.5399870458912613,339.18661999702454,71.52327391918146,1.997264814376831,0.2283025685628716,-0.6842531630517902,-0.6366537717539349,-1.8934017763939763,-0.3080239089034809,-0.79214257631856
3,4,0.1,"(2, 2)",25,adam,-0.8636119673635644,0.5398661195392853,21411.849952411652,24604.36046211661,3.1416791439056397,2.1761651810891625,-0.6830035663613223,-0.6375646790249819,-1.8933347958667448,-0.30802417167510815,-0.7961326238896653
4,5,0.1,"(2, 4)",25,adam,-0.8641351487149589,0.5298600541942927,651.7841335773468,310.7538629783339,2.3818352222442627,0.18614930424776055,-0.687988297927607,-0.6072168711683842,-1.8639335091699956,-0.31009009704279666,-0.8514469682660102
5,6,0.01,"(2, 4)",25,adam,-0.8641952158414403,0.529878124701038,3840.0475698947907,6871.03669792364,2.268429327011108,0.32103962146602,-0.6880283186158125,-0.6073800321186636,-1.8640304686853368,-0.3100902886458521,-0.8514469711415359
6,7,0.001,"(2, 4)",25,adam,-0.8717891386007872,0.5261555097790306,372.42985978126524,81.17467852977353,2.1178019046783447,0.34774357647630394,-0.6880981254605625,-0.6458154234447275,-1.863492273959664,-0.31009288416229225,-0.8514469859766899
7,8,0.01,"(2, 2)",25,adam,-0.875674309700188,0.535196482724054,340.19542841911317,69.96863120965183,2.0006272315979006,0.18217787333975752,-0.683132551309936,-0.7015773719455302,-1.8933317343118965,-0.3080338065494296,-0.7922960843841479
8,9,0.001,"(2, 2)",25,lbfgs,-1.2658940659101354,0.6420665664172209,34.57521176338196,1.3190370899526542,1.7267796993255615,0.02039099762476993,-1.0394533249222768,-1.5611617988949673,-2.3741630359505996,-0.7069380885063563,-0.6477540812764766
9,10,0.0001,"(2, 2)",25,lbfgs,-1.26589813612382,0.6420693489956799,36.750965690612794,1.4413478147969614,1.8206211566925048,0.028478819982102093,-1.0394533246843054,-1.5611785533798206,-2.374166632509951,-0.706938088696104,-0.6477540813489188
10,11,0.01,"(2, 2)",25,lbfgs,-1.2659027648591947,0.642073292141058,42.68970174789429,8.10714591178066,2.075401020050049,0.1947522326118989,-1.0394533269860433,-1.5611945321464085,-2.374173796939998,-0.706938086488156,-0.6477540817353669
11,12,0.1,"(2, 2)",25,lbfgs,-1.2659784325302352,0.6422098046255924,48.888029956817626,2.683862857106706,2.484888505935669,0.2680775866498875,-1.0394533478315209,-1.5611712416570385,-2.3745754211232466,-0.7069380668994382,-0.6477540851399323
12,13,0.001,"(2, 4)",25,lbfgs,-1.4177003498564793,0.42872183201075265,47.09112987518311,9.344730921684567,2.161749839782715,0.6687475517361046,-1.0892130131679585,-1.58920689405416,-2.0403763772259733,-0.8070087433218287,-1.5626967215124767
13,14,0.01,"(2, 4)",25,lbfgs,-1.4178402854803975,0.42954407531362165,6534.332509469986,5626.948756874583,1.9286557674407958,0.08742452997224731,-1.0892130118877015,-1.5892068942596005,-2.0421594402835015,-0.805938248095621,-1.562683832875564
14,15,0.0001,"(2, 4)",25,lbfgs,-1.4191889423236095,0.4308899833757893,44.95562844276428,5.32967724978659,1.8537471294403076,0.1496791421825488,-1.0892130139042913,-1.5892068940380846,-2.04782349804753,-0.8070078289336644,-1.562693476694477
15,16,0.1,"(2, 4)",25,lbfgs,-1.422939406070824,0.419178385443313,55.59523000717163,6.8461267811544495,2.311573791503906,0.24118889269842583,-1.0892129936091213,-1.5892068963834953,-2.0364127625611856,-0.8368065904766094,-1.5630577873237086
