,rank_test_score,param_linearregression__fit_intercept,param_polynomialfeatures__degree,param_truncatedsvd__n_components,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0,1,False,3,3,-1.4570972741259287,0.5008669960808206,13.641872549057007,1.0395098839809656,1.8546942234039308,0.11963367909180915,-1.1606625944601,-1.4963882866130183,-2.3286226134054258,-0.8207920207892688,-1.4790208553618303
1,2,True,3,3,-1.462225009499154,0.5041812960816008,14.588155126571655,0.8690241973876227,1.8063817977905274,0.007363263691547057,-1.1690662056766645,-1.4989147576800566,-2.340524375182751,-0.8204326629790044,-1.482187045977294
2,3,True,2,3,-1.4885290312706612,0.4923981506101523,12.797192573547363,0.6891020722097869,1.664374876022339,0.011294739543337711,-1.1949153996992863,-1.552494494921776,-2.312524108249469,-0.8263986358580678,-1.5563125176247066
3,4,True,1,3,-1.4924205245412256,0.499992614115541,9.723374795913696,0.4644843841145299,1.5787503242492675,0.049755315797658635,-1.195931038665489,-1.5508432715431368,-2.3364942657110666,-0.8270904343192164,-1.5517436124672188
4,5,False,2,3,-1.4943634056890893,0.49564210784526547,11.548229789733886,1.072370214328183,1.646283006668091,0.04689925267875842,-1.1994338532906743,-1.5601403105164264,-2.3227860025236753,-0.8265238559441299,-1.5629330061705404
5,6,False,1,3,-1.4997823440529174,0.49113539280503504,9.739202642440796,0.2946979400491069,1.6613330364227294,0.12788894909967763,-1.2028956170634952,-1.572088210724119,-2.3150939968384057,-0.8346295240479312,-1.574204371590636
